gender;age;birthplace;marital_status;education;profession;car;km_driven;city;class;C9;C1/a;C1/b;C1/c;C2/a;C2/b;C2/c;C3/a;C3/b;C3/c;C3/d;C4/a;C5/a;C5/b;C6/a
M;25;Naples;Single;Master;Looking for a job;NSEP;30000;Milan;1;818.87;777.92;706.77;715.74;;;;;;;;220.11;;753.00;
F;25;Naples;Single;Master;Looking for a job;NSEP;30000;Milan;1;818.87;777.92;706.77;715.74;;;;;;;;220.11;;753.00;
M;32;Naples;Single;Master;Looking for a job;NSEP;30000;Milan;1;560.09;532.09;558.29;571.69;;;;;;;;192.09;;685.00;
F;32;Naples;Single;Master;Looking for a job;NSEP;30000;Milan;1;560.09;532.09;558.29;571.69;;;;;;;;192.09;;685.00;
M;25;Morocco;Single;Master;Looking for a job;NSEP;30000;Milan;1;787.30;747.94;684.76;696.16;;;;;;;;251.32;;697.00;
F;25;Morocco;Single;Master;Looking for a job;NSEP;30000;Milan;1;787.30;747.94;684.76;696.16;;;;;;;;251.32;;697.00;
M;32;Morocco;Single;Master;Looking for a job;NSEP;30000;Milan;1;595.76;565.98;578.03;600.20;;;;;;;;237.42;;633.00;
F;32;Morocco;Single;Master;Looking for a job;NSEP;30000;Milan;1;595.76;565.98;578.03;600.20;;;;;;;;237.42;;633.00;
M;25;China;Single;Master;Looking for a job;NSEP;30000;Milan;1;642.70;610.57;598.26;621.27;;;;;;;;251.32;;697.00;
F;25;China;Single;Master;Looking for a job;NSEP;30000;Milan;1;642.70;610.57;598.26;621.27;;;;;;;;251.32;;697.00;
M;32;China;Single;Master;Looking for a job;NSEP;30000;Milan;1;646.48;614.16;600.26;622.73;;;;;;;;237.42;;633.00;
F;32;China;Single;Master;Looking for a job;NSEP;30000;Milan;1;646.48;614.16;600.26;622.73;;;;;;;;237.42;;633.00;
M;25;Milan;Widow;Master;Looking for a job;NSEP;30000;Milan;1;545.05;517.79;545.65;559.48;;;;;;;;207.47;;772.00;
F;25;Milan;Widow;Master;Looking for a job;NSEP;30000;Milan;1;545.05;517.79;545.65;559.48;;;;;;;;207.47;;772.00;
M;32;Milan;Widow;Master;Looking for a job;NSEP;30000;Milan;1;480.17;456.16;487.12;500.98;;;;;;;;185.26;;706.00;
F;32;Milan;Widow;Master;Looking for a job;NSEP;30000;Milan;1;480.17;456.16;487.12;500.98;;;;;;;;185.26;;706.00;
M;25;Naples;Widow;Master;Looking for a job;NSEP;30000;Milan;1;884.39;840.18;751.80;758.60;;;;;;;;220.11;;836.00;
F;25;Naples;Widow;Master;Looking for a job;NSEP;30000;Milan;1;884.39;840.18;751.80;758.60;;;;;;;;220.11;;836.00;
M;32;Naples;Widow;Master;Looking for a job;NSEP;30000;Milan;1;611.87;581.27;584.79;608.58;;;;;;;;192.09;;762.00;
F;32;Naples;Widow;Master;Looking for a job;NSEP;30000;Milan;1;611.87;581.27;584.79;608.58;;;;;;;;192.09;;762.00;
M;25;Morocco;Widow;Master;Looking for a job;NSEP;30000;Milan;1;868.17;824.77;740.80;747.92;;;;;;;;251.32;;776.00;
F;25;Morocco;Widow;Master;Looking for a job;NSEP;30000;Milan;1;868.17;824.77;740.80;747.92;;;;;;;;251.32;;776.00;
M;32;Morocco;Widow;Master;Looking for a job;NSEP;30000;Milan;1;633.91;602.22;593.56;617.81;;;;;;;;237.42;;709.00;
F;32;Morocco;Widow;Master;Looking for a job;NSEP;30000;Milan;1;633.91;602.22;593.56;617.81;;;;;;;;237.42;;709.00;
M;25;China;Widow;Master;Looking for a job;NSEP;30000;Milan;1;656.95;624.11;605.71;626.65;;;;;;;;251.32;;776.00;
F;25;China;Widow;Master;Looking for a job;NSEP;30000;Milan;1;656.95;624.11;605.71;626.65;;;;;;;;251.32;;776.00;
M;32;China;Widow;Master;Looking for a job;NSEP;30000;Milan;1;704.28;669.05;629.75;648.85;;;;;;;;237.42;;709.00;
F;32;China;Widow;Master;Looking for a job;NSEP;30000;Milan;1;704.28;669.05;629.75;648.85;;;;;;;;237.42;;709.00;
M;25;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;625.96;594.66;590.34;614.57;;;;;;;;207.47;;706.00;
F;25;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;625.96;594.66;590.34;614.57;;;;;;;;207.47;;706.00;
M;32;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;545.60;518.32;546.11;559.93;;;;;;;;185.26;;646.00;
F;32;Milan;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;513.58;487.90;518.84;531.58;;;;;;;;185.26;;646.00;
M;25;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1120.71;1064.67;901.35;901.44;;;;;;;;220.11;;770.00;
F;25;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1120.71;1064.67;901.35;901.44;;;;;;;;220.11;;770.00;
M;32;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;749.46;711.99;660.15;672.03;;;;;;;;192.09;;701.00;
F;32;Naples;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;749.46;711.99;660.15;672.03;;;;;;;;192.09;;701.00;
M;25;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1114.79;1059.06;897.46;897.87;;;;;;;;251.32;;711.00;
F;25;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1114.79;1059.06;897.46;897.87;;;;;;;;251.32;;711.00;
M;32;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;706.96;671.62;631.58;650.13;;;;;;;;237.42;;647.00;
F;32;Morocco;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;706.96;671.62;631.58;650.13;;;;;;;;237.42;;647.00;
M;25;China;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;732.65;696.01;648.98;661.87;;;;;;;;251.32;;711.00;
F;25;China;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;732.65;696.01;648.98;661.87;;;;;;;;251.32;;711.00;
M;32;China;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;768.36;729.94;672.54;684.17;;;;;;;;237.42;;647.00;
F;32;China;Married;Without a qualification;Looking for a job;NSEP;30000;Milan;1;768.36;729.94;672.54;684.17;;;;;;;;237.42;;647.00;
M;25;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;686.02;651.73;620.13;640.02;;;;;;;;207.47;;688.00;
F;25;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;686.02;651.73;620.13;640.02;;;;;;;;207.47;;688.00;
M;32;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;618.61;587.68;587.49;611.48;;;;;;;;185.26;;629.00;
F;32;Milan;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;584.27;555.04;572.92;591.08;;;;;;;;185.26;;629.00;
M;25;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1192.67;1133.04;948.26;946.51;;;;;;;;220.11;;753.00;
F;25;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1192.67;1133.04;948.26;946.51;;;;;;;;220.11;;753.00;
M;32;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;832.60;790.96;716.34;724.14;;;;;;;;192.09;;685.00;
F;32;Naples;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;832.60;790.96;716.34;724.14;;;;;;;;192.09;;685.00;
M;25;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1214.63;1153.90;961.99;960.15;;;;;;;;251.32;;697.00;
F;25;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1214.63;1153.90;961.99;960.15;;;;;;;;251.32;;697.00;
M;32;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;782.96;743.81;681.97;693.43;;;;;;;;237.42;;633.00;
F;32;Morocco;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;782.96;743.81;681.97;693.43;;;;;;;;237.42;;633.00;
M;25;China;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;788.65;749.22;685.62;697.01;;;;;;;;251.32;;697.00;
F;25;China;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;788.65;749.22;685.62;697.01;;;;;;;;251.32;;697.00;
M;32;China;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;647.15;614.79;600.61;622.99;;;;;;;;237.42;;633.00;
F;32;China;Single;Without a qualification;Looking for a job;NSEP;30000;Milan;1;647.15;614.79;600.61;622.99;;;;;;;;237.42;;633.00;
M;25;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;756.38;718.55;664.71;676.51;;;;;;;;207.47;;772.00;
F;25;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;756.38;718.55;664.71;676.51;;;;;;;;207.47;;772.00;
M;32;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;653.59;620.90;603.96;625.42;;;;;;;;185.26;;706.00;
F;32;Milan;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;650.86;618.32;602.56;624.40;;;;;;;;185.26;;706.00;
M;25;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1430.74;1359.21;1094.92;1086.08;;;;;;;;220.11;;836.00;
F;25;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1430.74;1359.21;1094.92;1086.08;;;;;;;;220.11;;836.00;
M;32;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1272.59;1208.96;997.23;995.53;;;;;;;;238.19;;835.00;
F;32;Naples;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1272.59;1208.96;997.23;995.53;;;;;;;;238.19;;835.00;
M;25;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1434.32;1362.59;1097.57;1088.03;;;;;;;;251.32;;776.00;
F;25;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;1434.32;1362.59;1097.57;1088.03;;;;;;;;251.32;;776.00;
M;32;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;864.15;820.93;738.05;745.24;;;;;;;;237.42;;709.00;
F;32;Morocco;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;864.15;820.93;738.05;745.24;;;;;;;;237.42;;709.00;
M;25;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;869.27;825.81;741.55;748.63;;;;;;;;251.32;;776.00;
F;25;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;869.27;825.81;741.55;748.63;;;;;;;;251.32;;776.00;
M;32;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;699.16;664.21;626.31;646.42;;;;;;;;237.42;;709.00;
F;32;China;Widow;Without a qualification;Looking for a job;NSEP;30000;Milan;1;699.16;664.21;626.31;646.42;;;;;;;;237.42;;709.00;
M;25;Milan;Married;Master;Employee;NSEP;30000;Milan;1;465.28;442.02;472.76;487.30;;;;;;;;207.47;;734.00;
F;25;Milan;Married;Master;Employee;NSEP;30000;Milan;1;465.28;442.02;472.76;487.30;;;;;;;;207.47;;734.00;
M;32;Milan;Married;Master;Employee;NSEP;30000;Milan;1;448.93;426.48;456.97;472.38;;;;;;;;185.26;;671.00;
F;32;Milan;Married;Master;Employee;NSEP;30000;Milan;1;421.69;400.61;430.76;447.30;;;;;;;;185.26;;671.00;
M;25;Naples;Married;Master;Employee;NSEP;30000;Milan;1;624.94;593.70;589.95;614.15;;;;;;;;220.11;;797.00;
F;25;Naples;Married;Master;Employee;NSEP;30000;Milan;1;624.94;593.70;589.95;614.15;;;;;;;;220.11;;797.00;
M;32;Naples;Married;Master;Employee;NSEP;30000;Milan;1;519.90;493.91;524.26;537.35;;;;;;;;192.09;;726.00;
F;32;Naples;Married;Master;Employee;NSEP;30000;Milan;1;519.90;493.91;524.26;537.35;;;;;;;;192.09;;726.00;
M;25;Morocco;Married;Master;Employee;NSEP;30000;Milan;1;601.68;571.61;580.58;604.05;;;;;;;;251.32;;738.00;
F;25;Morocco;Married;Master;Employee;NSEP;30000;Milan;1;601.68;571.61;580.58;604.05;;;;;;;;251.32;;738.00;
M;32;Morocco;Married;Master;Employee;NSEP;30000;Milan;1;613.44;;585.43;609.26;;;;;;;;237.42;;676.00;
F;32;Morocco;Married;Master;Employee;NSEP;30000;Milan;1;613.44;582.77;585.43;609.26;;;;;;;;237.42;;676.00;
M;25;China;Married;Master;Employee;NSEP;30000;Milan;1;590.45;560.94;575.70;596.01;;;;;;;;251.32;;738.00;
F;25;China;Married;Master;Employee;NSEP;30000;Milan;1;590.45;560.94;575.70;596.01;;;;;;;;251.32;;738.00;
M;32;China;Married;Master;Employee;NSEP;30000;Milan;1;527.85;501.46;531.06;544.62;;;;;;;;237.42;;676.00;
F;32;China;Married;Master;Employee;NSEP;30000;Milan;1;527.85;501.46;531.06;544.62;;;;;;;;237.42;;676.00;
M;25;Milan;Single;Master;Employee;NSEP;30000;Milan;1;510.11;484.59;515.86;528.39;;;;;;;;207.47;;714.00;
F;25;Milan;Single;Master;Employee;NSEP;30000;Milan;1;510.11;484.59;515.86;528.39;;;;;;;;207.47;;714.00;
M;32;Milan;Single;Master;Employee;NSEP;30000;Milan;1;391.65;372.06;401.53;419.41;;;;;;;;185.26;;653.00;
F;32;Milan;Single;Master;Employee;NSEP;30000;Milan;1;385.35;366.08;395.36;413.54;;;;;;;;185.26;;653.00;
M;25;Naples;Single;Master;Employee;NSEP;30000;Milan;1;659.61;626.63;607.07;627.61;;;;;;;;220.11;;778.00;
F;25;Naples;Single;Master;Employee;NSEP;30000;Milan;1;659.61;626.63;607.07;627.61;;;;;;;;220.11;;778.00;
M;32;Naples;Single;Master;Employee;NSEP;30000;Milan;1;560.41;532.39;558.54;571.94;;;;;;;;192.09;;708.00;
F;32;Naples;Single;Master;Employee;NSEP;30000;Milan;1;560.41;532.39;558.54;571.94;;;;;;;;192.09;;708.00;
M;25;Morocco;Single;Master;Employee;NSEP;30000;Milan;1;633.38;601.73;593.27;617.61;;;;;;;;251.32;;724.00;
F;25;Morocco;Single;Master;Employee;NSEP;30000;Milan;1;633.38;601.73;593.27;617.61;;;;;;;;251.32;;724.00;
M;32;Morocco;Single;Master;Employee;NSEP;30000;Milan;1;658.50;625.56;;627.21;;;;;;;;237.42;;661.00;
F;32;Morocco;Single;Master;Employee;NSEP;30000;Milan;1;658.50;625.56;;627.21;;;;;;;;237.42;;661.00;
M;25;China;Single;Master;Employee;NSEP;30000;Milan;1;610.74;580.21;584.33;608.09;;;;;;;;251.32;;724.00;
F;25;China;Single;Master;Employee;NSEP;30000;Milan;1;610.74;580.21;584.33;608.09;;;;;;;;251.32;;724.00;
M;32;China;Single;Master;Employee;NSEP;30000;Milan;1;563.70;535.51;561.30;555.28;;;;;;;;237.42;;661.00;
F;32;China;Single;Master;Employee;NSEP;30000;Milan;1;563.70;535.51;561.30;574.60;;;;;;;;237.42;;661.00;
M;25;Milan;Widow;Master;Employee;NSEP;30000;Milan;1;493.27;468.61;499.73;513.00;;;;;;;;207.47;;801.00;
F;25;Milan;Widow;Master;Employee;NSEP;30000;Milan;1;493.27;468.61;499.73;513.00;;;;;;;;207.47;;801.00;
M;32;Milan;Widow;Master;Employee;NSEP;30000;Milan;1;420.61;399.59;429.73;446.30;;;;;;;;185.26;;732.00;
F;32;Milan;Widow;Master;Employee;NSEP;30000;Milan;1;414.34;393.63;423.65;440.48;;;;;;;;185.26;;732.00;
M;25;Naples;Widow;Master;Employee;NSEP;30000;Milan;1;722.79;686.66;642.35;657.46;;;;;;;;220.11;;863.00;
F;25;Naples;Widow;Master;Employee;NSEP;30000;Milan;1;722.79;686.66;642.35;657.46;;;;;;;;220.11;;863.00;
M;32;Naples;Widow;Master;Employee;NSEP;30000;Milan;1;620.49;589.47;588.22;612.28;;;;;;;;192.09;;786.00;
F;32;Naples;Widow;Master;Employee;NSEP;30000;Milan;1;620.49;589.47;588.22;612.28;;;;;;;;192.09;;786.00;
M;25;Morocco;Widow;Master;Employee;NSEP;30000;Milan;1;701.67;666.59;627.96;647.61;;;;;;;;251.32;;804.00;
F;25;Morocco;Widow;Master;Employee;NSEP;30000;Milan;1;701.67;666.59;627.96;647.61;;;;;;;;251.32;;804.00;
M;32;Morocco;Widow;Master;Employee;NSEP;30000;Milan;1;691.54;656.95;622.75;642.73;;;;;;;;237.42;;739.00;
F;32;Morocco;Widow;Master;Employee;NSEP;30000;Milan;1;691.54;656.95;622.75;642.73;;;;;;;;237.42;;739.00;
M;25;China;Widow;Master;Employee;NSEP;30000;Milan;1;650.18;617.66;602.19;624.13;;;;;;;;251.32;;804.00;
F;25;China;Widow;Master;Employee;NSEP;30000;Milan;1;650.18;617.66;602.19;624.13;;;;;;;;251.32;;804.00;
M;32;China;Widow;Master;Employee;NSEP;30000;Milan;1;609.47;578.99;583.82;607.52;;;;;;;;237.42;;739.00;
F;32;China;Widow;Master;Employee;NSEP;30000;Milan;1;609.47;578.99;583.82;607.52;;;;;;;;237.42;;739.00;
M;25;Milan;Married;Without a qualification;Employee;NSEP;30000;Milan;1;598.99;569.03;579.41;602.76;;;;;;;;207.47;;734.00;
F;25;Milan;Married;Without a qualification;Employee;NSEP;30000;Milan;1;598.99;569.03;579.41;602.76;;;;;;;;207.47;;734.00;
M;32;Milan;Married;Without a qualification;Employee;NSEP;30000;Milan;1;471.88;448.29;479.12;493.36;;;;;;;;185.26;;671.00;
F;32;Milan;Married;Without a qualification;Employee;NSEP;30000;Milan;1;444.35;422.13;452.54;468.20;;;;;;;;185.26;;671.00;
M;25;Naples;Married;Without a qualification;Employee;NSEP;30000;Milan;1;872.71;829.07;743.88;750.91;;;;;;;;220.11;;797.00;
F;25;Naples;Married;Without a qualification;Employee;NSEP;30000;Milan;1;872.71;829.07;743.88;750.91;;;;;;;;220.11;;797.00;
M;32;Naples;Married;Without a qualification;Employee;NSEP;30000;Milan;1;580.58;551.55;571.24;588.14;;;;;;;;192.09;;726.00;
F;32;Naples;Married;Without a qualification;Employee;NSEP;30000;Milan;1;580.58;551.55;571.24;588.14;;;;;;;;192.09;;726.00;
M;25;Morocco;Married;Without a qualification;Employee;NSEP;30000;Milan;1;872.12;828.51;743.48;750.52;;;;;;;;251.32;;738.00;
F;25;Morocco;Married;Without a qualification;Employee;NSEP;30000;Milan;1;872.12;828.51;743.48;750.52;;;;;;;;251.32;;738.00;
M;32;Morocco;Married;Without a qualification;Employee;NSEP;30000;Milan;1;737.51;700.64;652.23;664.26;;;;;;;;237.42;;676.00;
F;32;Morocco;Married;Without a qualification;Employee;NSEP;30000;Milan;1;737.51;700.64;652.23;664.26;;;;;;;;237.42;;676.00;
M;25;China;Married;Without a qualification;Employee;NSEP;30000;Milan;1;675.53;641.76;615.05;634.78;;;;;;;;251.32;;738.00;
F;25;China;Married;Without a qualification;Employee;NSEP;30000;Milan;1;675.53;641.76;615.05;634.78;;;;;;;;251.32;;738.00;
M;32;China;Married;Without a qualification;Employee;NSEP;30000;Milan;1;645.18;612.93;599.59;622.23;;;;;;;;237.42;;676.00;
F;32;China;Married;Without a qualification;Employee;NSEP;30000;Milan;1;740.92;703.87;654.49;666.49;;;;;;;;237.42;;677.00;
M;25;Milan;Single;Without a qualification;Employee;NSEP;30000;Milan;1;664.65;631.41;609.62;629.41;;;;;;;;207.47;;715.00;
F;25;Milan;Single;Without a qualification;Employee;NSEP;30000;Milan;1;664.65;631.41;609.62;629.41;;;;;;;;207.47;;715.00;
M;32;Milan;Single;Without a qualification;Employee;NSEP;30000;Milan;1;658.97;626.01;606.74;627.37;;;;;;;;185.26;;654.00;
F;32;Milan;Single;Without a qualification;Employee;NSEP;30000;Milan;1;656.87;624.04;605.67;626.62;;;;;;;;185.26;;654.00;
M;25;Naples;Single;Without a qualification;Employee;NSEP;30000;Milan;1;1158.33;1100.41;926.03;924.93;;;;;;;;220.11;;780.00;
F;25;Naples;Single;Without a qualification;Employee;NSEP;30000;Milan;1;1158.33;1100.41;926.03;924.93;;;;;;;;220.11;;780.00;
M;32;Naples;Single;Without a qualification;Employee;NSEP;30000;Milan;1;821.38;780.30;708.53;717.29;;;;;;;;192.09;;710.00;
F;32;Naples;Single;Without a qualification;Employee;NSEP;30000;Milan;1;821.38;780.30;708.53;717.29;;;;;;;;192.09;;710.00;
M;25;Morocco;Single;Without a qualification;Employee;NSEP;30000;Milan;1;1191.46;1131.88;947.47;945.73;;;;;;;;251.32;;725.00;
F;25;Morocco;Single;Without a qualification;Employee;NSEP;30000;Milan;1;1191.46;1131.88;947.47;945.73;;;;;;;;251.32;;725.00;
M;32;Morocco;Single;Without a qualification;Employee;NSEP;30000;Milan;1;803.33;763.17;695.86;706.17;;;;;;;;237.42;;662.00;
F;32;Morocco;Single;Without a qualification;Employee;NSEP;30000;Milan;1;803.33;763.17;695.86;706.17;;;;;;;;237.42;;662.00;
M;25;China;Single;Without a qualification;Employee;NSEP;30000;Milan;1;757.52;719.63;665.45;677.23;;;;;;;;251.32;;725.00;
F;25;China;Single;Without a qualification;Employee;NSEP;30000;Milan;1;757.52;719.63;665.45;677.23;;;;;;;;251.32;;725.00;
M;32;China;Single;Without a qualification;Employee;NSEP;30000;Milan;1;646.92;614.57;600.50;622.91;;;;;;;;237.42;;662.00;
F;32;China;Single;Without a qualification;Employee;NSEP;30000;Milan;1;646.92;614.57;600.50;622.91;;;;;;;;237.42;;662.00;
M;25;Milan;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;736.48;699.65;651.53;663.59;;;;;;;;207.47;;802.00;
F;25;Milan;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;736.48;699.65;651.53;663.59;;;;;;;;207.47;;802.00;
M;32;Milan;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;690.52;655.99;622.27;642.23;;;;;;;;185.26;;733.00;
F;32;Milan;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;688.47;654.03;621.30;641.23;;;;;;;;185.26;;733.00;
M;25;Naples;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;1304.48;1239.25;1016.79;1014.03;;;;;;;;220.11;;865.00;
F;25;Naples;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;1304.48;1239.25;1016.79;1014.03;;;;;;;;220.11;;865.00;
M;32;Naples;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;883.86;839.67;751.45;758.26;;;;;;;;192.09;;788.00;
F;32;Naples;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;883.86;839.67;751.45;758.26;;;;;;;;192.09;;788.00;
M;25;Morocco;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;1323.75;1257.56;1028.48;1025.09;;;;;;;;251.32;;805.00;
F;25;Morocco;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;1323.75;1257.56;1028.48;1025.09;;;;;;;;251.32;;805.00;
M;32;Morocco;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;865.99;822.70;739.31;746.48;;;;;;;;237.42;;739.00;
F;32;Morocco;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;865.99;822.70;739.31;746.48;;;;;;;;237.42;;739.00;
M;25;China;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;840.67;798.63;721.92;729.57;;;;;;;;251.32;;805.00;
F;25;China;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;840.67;798.63;721.92;729.57;;;;;;;;251.32;;805.00;
M;32;China;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;689.41;654.94;621.75;641.69;;;;;;;;237.42;;739.00;
F;32;China;Widow;Without a qualification;Employee;NSEP;30000;Milan;1;689.41;654.94;621.75;641.69;;;;;;;;237.42;;739.00;
M;25;Milan;Married;Master;Looking for a job;OLED;10000;Milan;1;480.45;456.43;487.38;501.23;616.37;597.57;;;;;;;;1242.00;
F;25;Milan;Married;Master;Looking for a job;OLED;10000;Milan;1;480.45;456.43;487.38;501.23;616.37;597.57;;;;;;;;1242.00;
M;32;Milan;Married;Master;Looking for a job;OLED;10000;Milan;1;416.78;395.94;426.03;442.74;534.72;518.57;;;;;;;;1132.00;
F;32;Milan;Married;Master;Looking for a job;OLED;10000;Milan;1;408.70;388.27;418.16;435.25;534.72;518.57;;;;;;;;1132.00;
M;25;Naples;Married;Master;Looking for a job;OLED;10000;Milan;1;594.08;564.38;577.30;598.87;673.75;653.08;635.28;;;;;;;1346.00;
F;25;Naples;Married;Master;Looking for a job;OLED;10000;Milan;1;594.08;564.38;577.30;598.87;673.75;653.08;635.28;;;;;;;1346.00;
M;32;Naples;Married;Master;Looking for a job;OLED;10000;Milan;1;510.90;485.36;516.54;529.12;563.37;546.29;523.12;;;;;;;1223.00;
F;32;Naples;Married;Master;Looking for a job;OLED;10000;Milan;1;510.90;485.36;516.54;529.12;563.37;546.29;523.12;;;;;;;1223.00;
M;25;Morocco;Married;Master;Looking for a job;OLED;10000;Milan;1;654.14;621.43;604.25;625.61;;;;;;;;;;1238.00;
F;25;Morocco;Married;Master;Looking for a job;OLED;10000;Milan;1;654.14;621.43;604.25;625.61;;;;;;;;;;1238.00;
M;32;Morocco;Married;Master;Looking for a job;OLED;10000;Milan;1;603.79;573.60;581.46;605.00;;;;;;;;;;1134.00;
F;32;Morocco;Married;Master;Looking for a job;OLED;10000;Milan;1;603.79;573.60;581.46;605.00;;;;;;;;;;1134.00;
M;25;China;Married;Master;Looking for a job;OLED;10000;Milan;1;557.41;529.53;556.03;569.51;616.37;597.57;;;;;;;;1238.00;
